1, 129, 1, 1, 1, Ejercicio ligero por 30 minutos
2, 60, 2, 2, 2, 
3, 37, 3, 3, 3, Dormir por lo menos 8 horas al dia
4, 82, 4, 4, 4, 
5, 106, 5, 5, 5, Moderar ingesta de grasas
6, 82, 6, 6, 6, 
7, 87, 7, 7, 7, 
8, 33, 8, 8, 8, 
9, 46, 9, 9, 9, Cortar la ingesta de alcochol
10, 12, 10, 10, 10, 
11, 87, 11, 11, 11, Ejercicio ligero por 30 minutos
12, 37, 12, 12, 12, 
13, 73, 13, 13, 13, Dormir por lo menos 8 horas al dia
14, 13, 14, 14, 14, 
15, 46, 15, 15, 15, Moderar ingesta de grasas
16, 3, 16, 16, 16, 
17, 106, 17, 17, 17, 
18, 45, 18, 18, 18, 
19, 1, 19, 19, 19, Cortar la ingesta de alcochol
20, 13, 20, 20, 20, 
21, 102, 21, 21, 21, Ejercicio ligero por 30 minutos
22, 29, 22, 22, 22, 
23, 12, 23, 23, 23, Dormir por lo menos 8 horas al dia
24, 89, 24, 24, 24, 
25, 45, 25, 25, 25, Moderar ingesta de grasas
26, 6, 26, 26, 26, 
27, 110, 27, 27, 27, 
28, 6, 28, 28, 28, 
29, 60, 29, 29, 29, Cortar la ingesta de alcochol
30, 82, 30, 30, 30, 
31, 29, 31, 31, 31, Ejercicio ligero por 30 minutos
32, 13, 32, 32, 32, 
33, 97, 33, 33, 33, Dormir por lo menos 8 horas al dia
34, 29, 34, 34, 34, 
35, 46, 35, 35, 35, Moderar ingesta de grasas
36, 13, 36, 36, 36, 
37, 33, 37, 37, 37, 
38, 110, 38, 38, 38, 
39, 1, 39, 39, 39, Cortar la ingesta de alcochol
40, 45, 40, 40, 40, 
41, 12, 41, 41, 41, Ejercicio ligero por 30 minutos
42, 89, 42, 42, 42, 
43, 37, 43, 43, 43, Dormir por lo menos 8 horas al dia
44, 33, 44, 44, 44, 
45, 3, 45, 45, 45, Moderar ingesta de grasas
46, 129, 46, 46, 46, 
47, 37, 47, 47, 47, 
48, 60, 48, 48, 48, 
49, 1, 49, 49, 49, Cortar la ingesta de alcochol
50, 110, 50, 50, 50, 
51, 73, 51, 51, 51, Ejercicio ligero por 30 minutos
52, 13, 52, 52, 52, 
53, 86, 53, 53, 53, Dormir por lo menos 8 horas al dia
54, 6, 54, 54, 54, 
55, 46, 55, 55, 55, Moderar ingesta de grasas
56, 12, 56, 56, 56, 
57, 87, 57, 57, 57, 
58, 33, 58, 58, 58, 
59, 29, 59, 59, 59, Cortar la ingesta de alcochol
60, 110, 60, 60, 60, 
61, 1, 61, 61, 61, Ejercicio ligero por 30 minutos
62, 45, 62, 62, 62, 
63, 3, 63, 63, 63, Dormir por lo menos 8 horas al dia
64, 106, 64, 64, 64, 
65, 60, 65, 65, 65, Moderar ingesta de grasas
66, 37, 66, 66, 66, 
67, 97, 67, 67, 67, 
68, 89, 68, 68, 68, 
69, 129, 69, 69, 69, Cortar la ingesta de alcochol
70, 82, 70, 70, 70, 
71, 73, 71, 71, 71, Ejercicio ligero por 30 minutos
72, 110, 72, 72, 72, 
73, 8, 73, 73, 73, Dormir por lo menos 8 horas al dia
74, 46, 74, 74, 74, 
75, 33, 75, 75, 75, Moderar ingesta de grasas
76, 102, 76, 76, 76, 
77, 16, 77, 77, 77, 
78, 49, 78, 78, 78, 
79, 12, 79, 79, 79, Cortar la ingesta de alcochol
80, 87, 80, 80, 80, 
81, 29, 81, 81, 81, Ejercicio ligero por 30 minutos
82, 63, 82, 82, 82, 
83, 3, 83, 83, 83, Dormir por lo menos 8 horas al dia
84, 40, 84, 84, 84, 
85, 115, 85, 85, 85, Moderar ingesta de grasas
86, 73, 86, 86, 86, 
87, 27, 87, 87, 87, 
88, 102, 88, 88, 88, 
89, 8, 89, 89, 89, Cortar la ingesta de alcochol
90, 89, 90, 90, 90, 
91, 54, 91, 91, 91, Ejercicio ligero por 30 minutos
92, 129, 92, 92, 92, 
93, 82, 93, 93, 93, Dormir por lo menos 8 horas al dia
94, 16, 94, 94, 94, 
95, 97, 95, 95, 95, Moderar ingesta de grasas
96, 60, 96, 96, 96, 
97, 86, 97, 97, 97, 
98, 45, 98, 98, 98, 
99, 74, 99, 99, 99, Cortar la ingesta de alcochol
100, 63, 100, 100, 100, 
101, 24, 101, 101, 101, Ejercicio ligero por 30 minutos
102, 87, 102, 102, 102, 
103, 53, 103, 103, 103, Dormir por lo menos 8 horas al dia
104, 27, 104, 104, 104, 
105, 89, 105, 105, 105, Moderar ingesta de grasas
106, 43, 106, 106, 106, 
107, 115, 107, 107, 107, 
108, 35, 108, 108, 108, 
109, 40, 109, 109, 109, Cortar la ingesta de alcochol
110, 102, 110, 110, 110, 
111, 20, 111, 111, 111, Ejercicio ligero por 30 minutos
112, 73, 112, 112, 112, 
113, 6, 113, 113, 113, Dormir por lo menos 8 horas al dia
114, 106, 114, 114, 114, 
115, 20, 115, 115, 115, Moderar ingesta de grasas
116, 49, 116, 116, 116, 
117, 27, 117, 117, 117, 
118, 16, 118, 118, 118, 
119, 63, 119, 119, 119, Cortar la ingesta de alcochol
120, 43, 120, 120, 120, 
121, 121, 121, 121, 121, Ejercicio ligero por 30 minutos
122, 53, 122, 122, 122, 
123, 94, 123, 123, 123, Dormir por lo menos 8 horas al dia
124, 54, 124, 124, 124, 
125, 97, 125, 125, 125, Moderar ingesta de grasas
126, 24, 126, 126, 126, 
127, 27, 127, 127, 127, 
128, 86, 128, 128, 128, 
129, 65, 129, 129, 129, Cortar la ingesta de alcochol
130, 35, 130, 130, 130, 
131, 3, 131, 131, 131, Ejercicio ligero por 30 minutos
132, 115, 132, 132, 132, 
133, 20, 133, 133, 133, Dormir por lo menos 8 horas al dia
134, 27, 134, 134, 134, 
135, 8, 135, 135, 135, Moderar ingesta de grasas
136, 102, 136, 136, 136, 
137, 16, 137, 137, 137, 
138, 80, 138, 138, 138, 
139, 6, 139, 139, 139, Cortar la ingesta de alcochol
140, 26, 140, 140, 140, 
141, 106, 141, 141, 141, Ejercicio ligero por 30 minutos
142, 53, 142, 142, 142, 
143, 43, 143, 143, 143, Dormir por lo menos 8 horas al dia
144, 94, 144, 144, 144, 
145, 40, 145, 145, 145, Moderar ingesta de grasas
146, 86, 146, 146, 146, 
147, 63, 147, 147, 147, 
148, 121, 148, 148, 148, 
149, 74, 149, 149, 149, Cortar la ingesta de alcochol
150, 54, 150, 150, 150, 
151, 80, 151, 151, 151, Ejercicio ligero por 30 minutos
152, 35, 152, 152, 152, 
153, 65, 153, 153, 153, Dormir por lo menos 8 horas al dia
154, 97, 154, 154, 154, 
155, 24, 155, 155, 155, Moderar ingesta de grasas
156, 26, 156, 156, 156, 
157, 1, 157, 157, 157, 
158, 129, 158, 158, 158, 
159, 40, 159, 159, 159, Cortar la ingesta de alcochol
160, 43, 160, 160, 160, 
161, 80, 161, 161, 161, Ejercicio ligero por 30 minutos
162, 49, 162, 162, 162, 
163, 53, 163, 163, 163, Dormir por lo menos 8 horas al dia
164, 26, 164, 164, 164, 
165, 115, 165, 165, 165, Moderar ingesta de grasas
166, 20, 166, 166, 166, 
167, 35, 167, 167, 167, 
168, 16, 168, 168, 168, 
169, 94, 169, 169, 169, Cortar la ingesta de alcochol
170, 24, 170, 170, 170, 
171, 65, 171, 171, 171, Ejercicio ligero por 30 minutos
172, 8, 172, 172, 172, 
173, 121, 173, 173, 173, Dormir por lo menos 8 horas al dia
174, 63, 174, 174, 174, 
175, 74, 175, 175, 175, Moderar ingesta de grasas
176, 54, 176, 176, 176, 
177, 20, 177, 177, 177, 
178, 94, 178, 178, 178, 
179, 65, 179, 179, 179, Cortar la ingesta de alcochol
180, 74, 180, 180, 180, 
181, 26, 181, 181, 181, Ejercicio ligero por 30 minutos
182, 115, 182, 182, 182, 
183, 43, 183, 183, 183, Dormir por lo menos 8 horas al dia
184, 53, 184, 184, 184, 
185, 49, 185, 185, 185, Moderar ingesta de grasas
186, 24, 186, 186, 186, 
187, 80, 187, 187, 187, 
188, 8, 188, 188, 188, 
189, 26, 189, 189, 189, Cortar la ingesta de alcochol
190, 121, 190, 190, 190, 
191, 49, 191, 191, 191, Ejercicio ligero por 30 minutos
192, 35, 192, 192, 192, 
193, 86, 193, 193, 193, Dormir por lo menos 8 horas al dia
194, 40, 194, 194, 194, 
195, 65, 195, 195, 195, Moderar ingesta de grasas
196, 121, 196, 196, 196, 
197, 74, 197, 197, 197, 
198, 54, 198, 198, 198, 
199, 94, 199, 199, 199, Cortar la ingesta de alcochol
200, 80, 200, 200, 200, 
